merchant_id,merchant_category,merchant_country,merchant_risk_level,mcc_code,merchant_since,chargeback_rate,is_high_risk_jurisdiction,merchant_city,annual_txn_volume
2125,Utilities,US,LOW,4900,2024-10-21,0.008701,0,New York,1039
2126,Electronics,IN,HIGH,5732,2016-03-14,0.183951,0,Mumbai,2772
2127,Clothing,SE,LOW,5651,2020-08-29,0.002921,0,Gothenburg,17598
2128,Telecom,FR,LOW,4813,2024-09-09,0.008643,0,Marseille,9557
2129,Clothing,CA,HIGH,5651,2024-08-02,0.211033,0,Vancouver,4314
2130,Restaurants,CA,LOW,5812,2017-10-11,0.0099,0,Toronto,43065
2131,Utilities,IN,LOW,4900,2019-10-29,0.001722,0,Bangalore,28909
2132,Fuel,FR,LOW,5541,2021-09-03,0.002125,0,Lyon,3971
2133,Crypto,US,MEDIUM,6051,2024-08-29,0.036038,0,Chicago,14196
2134,Crypto,SG,MEDIUM,6051,2018-02-12,0.046039,0,Singapore,8677
2135,Entertainment,CA,HIGH,7922,2019-05-14,0.067221,0,Toronto,3862
2136,Grocery,JP,LOW,5411,2017-07-28,0.006553,0,Tokyo,36138
2137,Digital Goods,US,MEDIUM,5815,2017-09-14,0.029233,0,New York,18837
2138,Education,JP,LOW,8220,2017-02-15,0.003204,0,Tokyo,29645
2139,Utilities,CH,MEDIUM,4900,2021-10-06,0.018241,0,Basel,18615
2140,Digital Goods,IN,HIGH,5815,2021-02-12,0.061619,0,Delhi,1084
2141,Clothing,US,LOW,5651,2020-04-06,0.001829,0,,29087
2142,Automotive,IN,MEDIUM,5511,2022-01-09,0.046602,0,Mumbai,1271
2143,Clothing,IN,LOW,5651,2017-05-07,0.002048,0,Delhi,33356
2144,Automotive,US,LOW,5511,2018-06-29,0.009871,0,Los Angeles,37510
2145,Travel,US,LOW,4722,2020-09-27,0.003334,0,New York,20092
2146,Fuel,CA,MEDIUM,5541,2023-06-20,0.04354,0,Vancouver,5700
2147,Gambling,GB,HIGH,7995,2022-06-05,0.170598,0,Manchester,2069
2148,Automotive,US,LOW,5511,2018-03-10,0.007979,0,New York,46747
2149,Crypto,DE,HIGH,6051,2017-07-27,0.24007,0,Munich,3265
2150,Restaurants,IN,LOW,5812,2024-01-09,0.00786,0,Mumbai,16780
2151,Digital Goods,AU,MEDIUM,5815,2020-02-17,0.01311,0,Melbourne,7608
2152,Grocery,AU,LOW,5411,2016-06-14,0.003943,0,,16774
2153,Telecom,BR,LOW,4813,2020-06-04,0.009853,0,Brasília,41047
2154,Real Estate,SG,MEDIUM,6512,2017-10-06,0.015726,0,Jurong East,13990
2155,Healthcare,GB,LOW,8099,2021-08-31,0.007166,0,Manchester,42274
2156,Education,FR,LOW,8220,2017-06-13,0.008524,0,Lyon,7650
2157,Fuel,ZA,LOW,5541,2018-02-20,0.00228,0,Durban,44051
2158,Healthcare,IN,HIGH,8099,2022-02-23,0.197194,0,Delhi,2735
2159,Real Estate,AU,LOW,6512,2021-04-21,0.007764,0,Sydney,10650
2160,Clothing,IN,LOW,5651,2022-01-29,0.003487,0,,9567
2161,Telecom,US,LOW,4813,2018-04-23,0.001106,0,Chicago,41390
2162,Real Estate,US,LOW,6512,2023-02-24,0.002626,0,Los Angeles,1067
2163,Crypto,SG,HIGH,6051,2018-10-12,0.062357,0,,4213
2164,Clothing,FR,LOW,5651,2024-09-20,0.009844,0,Marseille,31905
2165,Telecom,IN,LOW,4813,2019-07-21,0.007507,0,Bangalore,49007
2166,Gambling,US,MEDIUM,7995,2016-07-26,0.029501,0,Los Angeles,6491
2167,Telecom,NL,LOW,4813,2015-07-29,0.008933,0,Amsterdam,35955
2168,Offshore Services,GB,HIGH,6099,2016-07-29,0.1648,0,Manchester,221
2169,Healthcare,IT,LOW,8099,2021-01-30,0.008734,0,Naples,40924
2170,Grocery,BR,MEDIUM,5411,2024-05-14,0.044999,0,Rio de Janeiro,18496
2171,Insurance,DE,HIGH,6311,2023-03-21,0.068671,0,Hamburg,1614
2172,Utilities,IN,LOW,4900,2015-10-26,0.003902,0,Delhi,47217
2173,Crypto,IN,HIGH,6051,2021-10-25,0.079059,0,Mumbai,3257
2174,Digital Goods,AE,HIGH,5815,2020-12-30,0.144219,1,Abu Dhabi,3556
2175,Utilities,IN,MEDIUM,4900,2019-06-03,0.035173,0,Mumbai,6174
2176,Healthcare,JP,LOW,8099,2017-03-20,0.009311,0,Osaka,21656
2177,Entertainment,US,HIGH,7922,2024-10-17,0.201971,0,Chicago,1222
2178,Crypto,ZA,MEDIUM,6051,2017-05-13,0.014907,0,Cape Town,4125
2179,Telecom,IN,HIGH,4813,2019-05-13,0.183587,0,Delhi,4072
2180,Grocery,AE,LOW,5411,2022-04-30,0.007065,1,Abu Dhabi,45590
2181,Crypto,US,HIGH,6051,2018-02-18,0.08586,0,Chicago,928
2182,Education,NG,LOW,8220,2020-03-01,0.002365,0,Lagos,31349
2183,Utilities,US,MEDIUM,4900,2018-09-05,0.048959,0,Chicago,17613
2184,Automotive,FR,LOW,5511,2017-08-30,0.004957,0,Paris,7805
2185,Digital Goods,IN,HIGH,5815,2016-01-23,0.153198,0,Mumbai,4391
2186,Electronics,GB,LOW,5732,2020-05-27,0.006907,0,London,37531
2187,Travel,FR,LOW,4722,2015-10-09,0.002903,0,Lyon,1585
2188,Entertainment,NG,MEDIUM,7922,2015-05-20,0.04871,0,Kano,13468
2189,Clothing,FR,LOW,5651,2019-05-09,0.003084,0,Lyon,12529
2190,Travel,AU,HIGH,4722,2021-01-23,0.145677,0,Melbourne,4975
2191,Clothing,GB,MEDIUM,5651,2016-06-14,0.010009,0,Manchester,19435
2192,Clothing,BR,LOW,5651,2016-07-31,0.001611,0,Rio de Janeiro,19212
2193,Restaurants,US,MEDIUM,5812,2015-03-07,0.035592,0,Chicago,14341
2194,Healthcare,IN,MEDIUM,8099,2022-05-02,0.019786,0,Mumbai,15934
2195,Digital Goods,US,MEDIUM,5815,2016-10-13,0.043415,0,New York,4936
2196,Crypto,GB,HIGH,6051,2024-10-01,0.14507,0,London,2384
2197,Crypto,GB,HIGH,6051,2022-06-14,0.141575,0,Birmingham,2271
2198,Healthcare,FR,LOW,8099,2020-09-29,0.007537,0,Paris,9676
2199,Offshore Services,US,HIGH,6099,2016-07-13,0.052259,0,Chicago,1328
2200,Entertainment,BR,LOW,7922,2020-04-06,0.008325,0,Rio de Janeiro,40052
2201,Digital Goods,NG,HIGH,5815,2016-05-30,0.223434,0,Kano,459
2202,Entertainment,SG,LOW,7922,2015-03-11,0.00525,0,Tampines,27255
2203,Insurance,IN,LOW,6311,2015-04-25,0.008039,0,Bangalore,34345
2204,Automotive,US,MEDIUM,5511,2022-05-25,0.038823,0,Los Angeles,15518
2205,Grocery,FR,HIGH,5411,2016-07-16,0.245161,0,Paris,2039
2206,Digital Goods,SG,MEDIUM,5815,2015-06-05,0.032848,0,Singapore,18174
2207,Telecom,US,LOW,4813,2024-10-08,0.004894,0,Chicago,48266
2208,Travel,ZA,LOW,4722,2016-07-26,0.008288,0,Johannesburg,44752
2209,Telecom,IN,LOW,4813,2016-11-30,0.003599,0,Bangalore,44034
2210,Utilities,US,LOW,4900,2022-01-17,0.002113,0,Los Angeles,15288
2211,Education,DE,LOW,8220,2022-06-10,0.005413,0,Berlin,44134
2212,Travel,AU,MEDIUM,4722,2018-12-19,0.04102,0,Brisbane,15110
2213,Automotive,DE,LOW,5511,2017-03-12,0.007135,0,Berlin,7220
2214,Healthcare,GB,LOW,8099,2016-07-13,0.007388,0,Manchester,35717
2215,Real Estate,IN,LOW,6512,2015-07-20,0.009282,0,Delhi,37897
2216,Crypto,GB,HIGH,6051,2023-05-07,0.098718,0,Birmingham,3950
2217,Real Estate,FR,HIGH,6512,2022-07-29,0.236199,0,Lyon,3438
2218,Education,DE,LOW,8220,2016-08-11,0.007431,0,Berlin,12467
2219,Healthcare,US,LOW,8099,2018-01-03,0.007884,0,New York,26383
2220,Offshore Services,US,HIGH,6099,2016-04-28,0.142636,0,New York,3171
2221,Fuel,FR,MEDIUM,5541,2020-08-28,0.033022,0,Lyon,17150
2222,Digital Goods,US,HIGH,5815,2016-06-03,0.217451,0,New York,295
2223,Offshore Services,IT,HIGH,6099,2022-02-25,0.054052,0,Milan,599
2224,Travel,IT,LOW,4722,2024-09-27,0.007532,0,Naples,38127
2225,Clothing,US,LOW,5651,2023-12-10,0.006448,0,Chicago,32632
2226,Electronics,KE,LOW,5732,2015-10-15,0.007354,0,Mombasa,28096
2227,Restaurants,US,MEDIUM,5812,2020-02-06,0.036928,0,Los Angeles,11030
2228,Education,US,MEDIUM,8220,2023-07-13,0.010946,0,Los Angeles,15406
2229,Automotive,US,LOW,5511,2016-06-13,0.004091,0,New York,11525
2230,Crypto,AE,MEDIUM,6051,2015-01-25,0.01568,1,Dubai,15042
2231,Travel,CH,MEDIUM,4722,2021-07-21,0.037407,0,Geneva,12266
2232,Clothing,GB,MEDIUM,5651,2024-10-07,0.027095,0,Manchester,2381
2233,Gambling,SG,MEDIUM,7995,2022-06-07,0.046307,0,Jurong East,14223
2234,Entertainment,US,LOW,7922,2017-02-22,0.004942,0,Chicago,26412
2235,Gambling,MX,MEDIUM,7995,2021-08-03,0.035619,0,Monterrey,15272
2236,Grocery,FR,LOW,5411,2019-10-01,0.007863,0,Paris,11430
2237,Automotive,HK,LOW,5511,2018-08-01,0.006067,0,Tsuen Wan,40573
2238,Crypto,US,HIGH,6051,2023-07-01,0.149111,0,Los Angeles,4109
2239,Gambling,AU,HIGH,7995,2021-07-25,0.097211,0,Melbourne,1270
2240,Gambling,GB,MEDIUM,7995,2021-05-13,0.027824,0,Manchester,13484
2241,Gambling,US,HIGH,7995,2022-04-17,0.209532,0,Los Angeles,4890
2242,Real Estate,US,LOW,6512,2020-11-25,0.004905,0,Los Angeles,38875
2243,Electronics,GB,LOW,5732,2017-10-28,0.009128,0,Manchester,42328
2244,Clothing,HK,LOW,5651,2022-09-14,0.002012,0,,3896
2245,Entertainment,FR,LOW,7922,2018-09-26,0.005489,0,Paris,8361
2246,Restaurants,IN,HIGH,5812,2023-02-03,0.168769,0,Bangalore,4210
2247,Fuel,IN,MEDIUM,5541,2017-11-12,0.024282,0,Bangalore,17170
2248,Education,IN,LOW,8220,2022-11-16,0.001249,0,Bangalore,18186
2249,Clothing,AU,LOW,5651,2019-07-25,0.004452,0,Melbourne,20484
2250,Gambling,ZA,HIGH,7995,2019-08-21,0.223058,0,Johannesburg,3214
2251,Education,IN,LOW,8220,2022-05-19,0.002753,0,Bangalore,6729
2252,Restaurants,NL,HIGH,5812,2018-05-05,0.125479,0,The Hague,4113
2253,Utilities,GB,MEDIUM,4900,2024-03-20,0.032536,0,Birmingham,15820
2254,Education,DE,MEDIUM,8220,2020-01-15,0.011938,0,Munich,19580
2255,Healthcare,IN,MEDIUM,8099,2019-10-07,0.042694,0,Bangalore,15499
2256,Offshore Services,AE,HIGH,6099,2021-03-02,0.238502,1,Sharjah,4654
2257,Crypto,US,MEDIUM,6051,2021-01-05,0.02927,0,Chicago,14016
2258,Gambling,JP,MEDIUM,7995,2018-05-02,0.040994,0,Yokohama,10556
2259,Fuel,SG,MEDIUM,5541,2021-06-18,0.023043,0,Tampines,3195
2260,Automotive,CA,MEDIUM,5511,2023-08-11,0.040796,0,Montreal,16030
2261,Fuel,US,LOW,5541,2022-09-10,0.002445,0,Chicago,37357
2262,Electronics,AE,HIGH,5732,2019-11-11,0.090975,1,Sharjah,1848
2263,Fuel,DE,LOW,5541,2017-09-17,0.003853,0,Munich,22134
2264,Real Estate,IN,LOW,6512,2022-07-26,0.006593,0,Delhi,31755
2265,Travel,MX,LOW,4722,2020-08-21,0.005906,0,Mexico City,34616
2266,Telecom,CA,LOW,4813,2023-05-16,0.008194,0,Vancouver,3198
2267,Healthcare,SG,LOW,8099,2024-07-21,0.00703,0,Jurong East,36550
2268,Gambling,IN,MEDIUM,7995,2018-05-17,0.04632,0,Mumbai,5216
2269,Clothing,JP,LOW,5651,2019-08-15,0.003865,0,Tokyo,29634
2270,Utilities,IN,LOW,4900,2022-11-19,0.002719,0,Bangalore,11445
2271,Real Estate,US,MEDIUM,6512,2022-09-15,0.025108,0,New York,10432
2272,Digital Goods,SG,HIGH,5815,2018-09-05,0.210067,0,Singapore,4883
2273,Utilities,IN,MEDIUM,4900,2019-10-30,0.021339,0,Bangalore,8307
2274,Insurance,CA,HIGH,6311,2016-04-12,0.171321,0,Toronto,3853
2275,Healthcare,FR,MEDIUM,8099,2020-02-25,0.026696,0,Paris,2454
2276,Travel,US,LOW,4722,2019-06-05,0.006647,0,Chicago,35907
2277,Crypto,SG,HIGH,6051,2024-07-24,0.079185,0,Singapore,2538
2278,Electronics,AE,MEDIUM,5732,2021-12-24,0.020247,1,Sharjah,14712
2279,Fuel,FR,LOW,5541,2021-01-21,0.00766,0,Lyon,3963
2280,Telecom,GB,LOW,4813,2019-11-23,0.005838,0,Birmingham,10652
2281,Entertainment,IN,LOW,7922,2022-08-18,0.00739,0,,27184
2282,Digital Goods,GB,HIGH,5815,2019-12-29,0.22645,0,Birmingham,257
2283,Electronics,US,LOW,5732,2018-10-10,0.009128,0,Los Angeles,5325
2284,Electronics,BR,LOW,5732,2016-10-17,0.00621,0,São Paulo,33456
2285,Offshore Services,IN,MEDIUM,6099,2022-01-13,0.041685,0,Delhi,2850
2286,Telecom,IN,MEDIUM,4813,2024-03-16,0.027851,0,Mumbai,13713
2287,Gambling,IN,HIGH,7995,2015-08-23,0.249468,0,Bangalore,2537
2288,Real Estate,SG,HIGH,6512,2022-02-12,0.203358,0,Singapore,1665
2289,Telecom,FR,LOW,4813,2018-01-18,0.005193,0,Marseille,46035
2290,Electronics,NG,LOW,5732,2020-03-15,0.00804,0,Kano,11183
2291,Travel,US,LOW,4722,2019-06-18,0.002133,0,Chicago,30450
2292,Entertainment,DE,LOW,7922,2019-01-19,0.001345,0,Berlin,25547
2293,Crypto,DE,HIGH,6051,2018-08-29,0.226519,0,Hamburg,1534
2294,Electronics,IN,LOW,5732,2021-10-26,0.004896,0,Mumbai,33847
2295,Entertainment,US,MEDIUM,7922,2024-01-26,0.021428,0,Los Angeles,16909
2296,Education,IN,HIGH,8220,2017-02-17,0.197162,0,Bangalore,3702
2297,Digital Goods,ZA,HIGH,5815,2015-06-19,0.190972,0,Cape Town,1482
2298,Utilities,HK,MEDIUM,4900,2023-11-02,0.030716,0,Hong Kong,4075
2299,Grocery,DE,LOW,5411,2022-07-30,0.002931,0,Munich,7486
2300,Utilities,JP,LOW,4900,2015-06-18,0.00285,0,Yokohama,40880
2301,Offshore Services,AE,HIGH,6099,2019-12-29,0.053687,1,Dubai,1088
2302,Clothing,ZA,MEDIUM,5651,2018-03-03,0.016093,0,,19922
2303,Telecom,IN,LOW,4813,2018-10-25,0.003636,0,Bangalore,9361
2304,Offshore Services,IN,HIGH,6099,2020-02-14,0.177833,0,Bangalore,624
2305,Crypto,IN,HIGH,6051,2017-08-10,0.127781,0,Bangalore,1161
2306,Clothing,AU,LOW,5651,2020-11-05,0.007111,0,Brisbane,43623
2307,Gambling,AU,HIGH,7995,2023-09-25,0.230338,0,Sydney,3523
2308,Clothing,US,LOW,5651,2016-12-23,0.009877,0,New York,44753
2309,Insurance,US,LOW,6311,2016-07-29,0.008084,0,Chicago,48377
2310,Insurance,IN,LOW,6311,2022-04-17,0.002425,0,Delhi,26502
2311,Gambling,IN,MEDIUM,7995,2023-10-08,0.025498,0,,17165
2312,Digital Goods,SG,HIGH,5815,2023-01-17,0.125184,0,Singapore,3435
2313,Real Estate,FR,MEDIUM,6512,2022-05-21,0.034258,0,Paris,17496
2314,Fuel,DE,LOW,5541,2022-11-16,0.009818,0,Munich,43768
2315,Education,IN,LOW,8220,2019-07-20,0.005808,0,Bangalore,35966
2316,Insurance,US,LOW,6311,2023-03-21,0.009012,0,Los Angeles,29794
2317,Education,AE,LOW,8220,2016-01-24,0.008707,1,Sharjah,40370
2318,Grocery,US,LOW,5411,2023-10-24,0.002885,0,New York,2956
2319,Gambling,NG,HIGH,7995,2022-11-25,0.24368,0,Lagos,1288
2320,Restaurants,US,HIGH,5812,2016-04-11,0.232865,0,Los Angeles,2665
2321,Gambling,CA,HIGH,7995,2021-09-18,0.244344,0,Vancouver,3542
2322,Restaurants,US,MEDIUM,5812,2024-08-17,0.02025,0,New York,12619
2323,Utilities,FR,LOW,4900,2019-04-06,0.001894,0,Lyon,44457
2324,Automotive,US,LOW,5511,2020-07-12,0.007981,0,Chicago,36549
2325,Restaurants,MX,LOW,5812,2017-04-05,0.004007,0,Mexico City,16795
2326,Crypto,NL,HIGH,6051,2016-09-22,0.142796,0,Amsterdam,2389
2327,Clothing,BR,LOW,5651,2022-08-12,0.009421,0,São Paulo,9573
2328,Telecom,IN,MEDIUM,4813,2024-08-10,0.024577,0,Delhi,4484
2329,Automotive,GB,LOW,5511,2023-07-02,0.00589,0,Birmingham,48726
2330,Real Estate,DE,LOW,6512,2016-10-01,0.001341,0,Munich,2249
2331,Grocery,FR,LOW,5411,2019-10-07,0.008365,0,Marseille,6074
2332,Insurance,AU,LOW,6311,2022-11-08,0.001438,0,Brisbane,49223
2333,Education,US,LOW,8220,2016-01-13,0.00443,0,Los Angeles,3197
2334,Clothing,US,LOW,5651,2022-04-11,0.003538,0,Los Angeles,25173
2335,Utilities,IN,LOW,4900,2015-07-24,0.002309,0,Bangalore,26517
2336,Travel,IT,LOW,4722,2020-06-28,0.006894,0,Milan,1237
2337,Restaurants,US,MEDIUM,5812,2019-02-27,0.020624,0,New York,9037
2338,Fuel,US,LOW,5541,2022-01-26,0.00143,0,New York,8661
2339,Gambling,IN,HIGH,7995,2019-11-25,0.066375,0,Delhi,2584
2340,Real Estate,US,MEDIUM,6512,2023-07-09,0.023772,0,Los Angeles,17676
2341,Automotive,ZA,MEDIUM,5511,2015-05-31,0.027817,0,Cape Town,7274
2342,Education,BR,LOW,8220,2019-02-16,0.003435,0,São Paulo,25462
2343,Fuel,GB,LOW,5541,2021-11-17,0.00936,0,Birmingham,25734
2344,Crypto,AU,HIGH,6051,2016-11-03,0.238468,0,Sydney,4004
2345,Automotive,US,LOW,5511,2021-05-28,0.005696,0,Los Angeles,47212
2346,Crypto,US,HIGH,6051,2019-07-13,0.100312,0,Los Angeles,1791
2347,Gambling,IN,HIGH,7995,2020-04-03,0.06237,0,Mumbai,2347
2348,Electronics,GB,MEDIUM,5732,2020-07-22,0.045104,0,Birmingham,2044
2349,Entertainment,CA,LOW,7922,2019-10-29,0.002818,0,Montreal,7146
2350,Grocery,GB,LOW,5411,2017-01-05,0.00416,0,London,20040
2351,Real Estate,IN,LOW,6512,2024-08-11,0.007879,0,Bangalore,47785
2352,Restaurants,DE,LOW,5812,2023-01-24,0.00738,0,Berlin,28512
2353,Telecom,BR,LOW,4813,2017-04-30,0.009216,0,Rio de Janeiro,29554
2354,Entertainment,NL,LOW,7922,2015-09-12,0.001649,0,The Hague,33861
2355,Clothing,US,LOW,5651,2024-11-26,0.003974,0,New York,37322
2356,Automotive,IN,MEDIUM,5511,2024-07-25,0.037186,0,Delhi,9627
2357,Insurance,US,LOW,6311,2016-06-29,0.009336,0,Los Angeles,19574
2358,Offshore Services,CA,HIGH,6099,2024-10-11,0.161532,0,Toronto,3529
2359,Electronics,AE,LOW,5732,2023-10-20,0.008335,1,Abu Dhabi,34618
2360,Crypto,FR,HIGH,6051,2022-10-23,0.13007,0,Paris,4391
2361,Offshore Services,US,HIGH,6099,2022-09-21,0.106543,0,New York,3071
2362,Entertainment,SG,LOW,7922,2016-10-22,0.006023,0,Singapore,26799
2363,Education,IT,LOW,8220,2023-03-30,0.001327,0,Milan,38616
2364,Electronics,GB,MEDIUM,5732,2020-03-24,0.025872,0,London,13757
2365,Travel,GB,LOW,4722,2019-03-18,0.002887,0,Manchester,13246
2366,Crypto,GB,MEDIUM,6051,2015-07-20,0.039952,0,London,1408
2367,Digital Goods,IN,HIGH,5815,2018-12-12,0.146606,0,Delhi,4745
2368,Travel,BR,HIGH,4722,2015-12-26,0.135692,0,São Paulo,4590
2369,Clothing,SG,LOW,5651,2019-01-01,0.009552,0,Tampines,49427
2370,Telecom,GB,LOW,4813,2023-07-05,0.004644,0,Birmingham,5217
2371,Grocery,IN,LOW,5411,2023-04-17,0.00279,0,Bangalore,33012
2372,Entertainment,ZA,MEDIUM,7922,2017-03-29,0.027705,0,Johannesburg,11439
2373,Entertainment,US,MEDIUM,7922,2018-06-03,0.019954,0,New York,4322
2374,Clothing,GB,LOW,5651,2020-04-01,0.006979,0,Birmingham,17617
2375,Restaurants,JP,LOW,5812,2021-08-10,0.002406,0,Osaka,21428
2376,Entertainment,IN,MEDIUM,7922,2021-12-03,0.032559,0,Bangalore,6882
2377,Insurance,DE,LOW,6311,2019-12-17,0.009779,0,Munich,17523
2378,Electronics,AU,LOW,5732,2023-03-20,0.005919,0,Sydney,17479
2379,Real Estate,IN,LOW,6512,2022-07-08,0.003734,0,Mumbai,22169
2380,Electronics,FR,HIGH,5732,2016-09-18,0.080046,0,Marseille,2403
2381,Utilities,SG,HIGH,4900,2021-01-07,0.197551,0,Tampines,3294
2382,Healthcare,US,LOW,8099,2022-08-25,0.001465,0,Los Angeles,28268
2383,Insurance,MX,LOW,6311,2016-05-24,0.005769,0,Monterrey,25890
2384,Crypto,US,HIGH,6051,2020-04-14,0.079423,0,Los Angeles,787
2385,Telecom,US,MEDIUM,4813,2018-11-07,0.025688,0,Los Angeles,11596
2386,Restaurants,SG,LOW,5812,2024-05-27,0.007059,0,Singapore,13436
2387,Grocery,GB,LOW,5411,2023-06-13,0.003502,0,Manchester,22583
2388,Digital Goods,US,HIGH,5815,2021-04-17,0.190032,0,Los Angeles,2585
2389,Restaurants,US,LOW,5812,2023-02-04,0.007376,0,New York,25736
2390,Gambling,US,MEDIUM,7995,2017-08-16,0.043626,0,Los Angeles,963
2391,Healthcare,JP,HIGH,8099,2016-07-07,0.24888,0,Osaka,1687
2392,Travel,CA,MEDIUM,4722,2021-04-15,0.017101,0,Vancouver,16724
2393,Insurance,IN,LOW,6311,2024-10-05,0.008379,0,Delhi,34660
2394,Real Estate,US,LOW,6512,2020-02-20,0.008117,0,Los Angeles,38889
2395,Offshore Services,NG,HIGH,6099,2022-10-25,0.175545,0,Lagos,421
2396,Utilities,HK,LOW,4900,2024-03-04,0.003654,0,Tsuen Wan,22810
2397,Digital Goods,IN,MEDIUM,5815,2017-01-26,0.012337,0,Bangalore,2966
2398,Automotive,US,LOW,5511,2021-06-05,0.00618,0,Chicago,33653
2399,Offshore Services,US,MEDIUM,6099,2016-12-15,0.011834,0,Chicago,10224
2400,Gambling,NG,MEDIUM,7995,2020-09-27,0.042745,0,Abuja,19314
2401,Crypto,HK,HIGH,6051,2020-12-03,0.18852,0,Hong Kong,3355
2402,Clothing,US,LOW,5651,2024-07-15,0.004506,0,Los Angeles,24193
2403,Insurance,FR,LOW,6311,2021-02-25,0.00704,0,Lyon,34873
2404,Entertainment,US,LOW,7922,2016-11-16,0.009054,0,Los Angeles,39871
2405,Entertainment,GB,LOW,7922,2018-12-06,0.009546,0,London,22885
2406,Electronics,HK,LOW,5732,2024-11-28,0.004099,0,Hong Kong,20938
2407,Clothing,US,LOW,5651,2019-10-04,0.00323,0,New York,7388
2408,Real Estate,US,LOW,6512,2024-05-07,0.007813,0,Chicago,12338
2409,Grocery,CA,LOW,5411,2023-02-09,0.005844,0,Vancouver,5870
2410,Offshore Services,AE,MEDIUM,6099,2017-06-13,0.010951,1,Dubai,1909
2411,Telecom,NL,LOW,4813,2023-07-19,0.007123,0,The Hague,44857
2412,Telecom,FR,LOW,4813,2022-02-04,0.00244,0,Paris,31483
2413,Utilities,SE,LOW,4900,2018-08-31,0.001175,0,Malmö,47491
2414,Electronics,JP,HIGH,5732,2023-02-07,0.172613,0,Yokohama,938
2415,Restaurants,GB,LOW,5812,2018-01-16,0.002606,0,Manchester,20263
2416,Utilities,US,HIGH,4900,2018-05-14,0.053937,0,Chicago,4306
2417,Travel,IT,LOW,4722,2016-08-16,0.002186,0,Naples,32587
2418,Entertainment,US,HIGH,7922,2018-12-20,0.079874,0,New York,3037
2419,Digital Goods,US,HIGH,5815,2021-11-07,0.228762,0,Los Angeles,372
2420,Telecom,NG,HIGH,4813,2018-12-29,0.070475,0,Abuja,2962
2421,Clothing,ZA,HIGH,5651,2016-11-10,0.195216,0,Cape Town,3111
2422,Digital Goods,JP,HIGH,5815,2015-03-09,0.217171,0,Yokohama,1724
2423,Travel,US,LOW,4722,2018-08-22,0.001577,0,,32796
2424,Automotive,CA,MEDIUM,5511,2021-12-17,0.021155,0,Toronto,4609
2425,Electronics,IN,MEDIUM,5732,2017-04-03,0.02935,0,Delhi,4488
2426,Clothing,GB,HIGH,5651,2017-03-14,0.219584,0,Birmingham,2715
2427,Entertainment,IN,LOW,7922,2019-01-28,0.009715,0,Delhi,14197
2428,Entertainment,MX,LOW,7922,2022-08-09,0.006058,0,Mexico City,44176
2429,Utilities,US,MEDIUM,4900,2022-08-07,0.023599,0,New York,16164
2430,Telecom,US,LOW,4813,2016-01-10,0.007527,0,Los Angeles,23185
2431,Education,DE,HIGH,8220,2021-09-21,0.247701,0,Munich,3817
2432,Entertainment,US,MEDIUM,7922,2021-12-12,0.029046,0,New York,14221
2433,Entertainment,IN,LOW,7922,2022-06-22,0.001813,0,Bangalore,15306
2434,Fuel,SG,LOW,5541,2017-07-03,0.008036,0,Jurong East,4687
2435,Education,CA,MEDIUM,8220,2017-10-09,0.049528,0,Montreal,13025
2436,Insurance,DE,LOW,6311,2024-06-08,0.006312,0,Berlin,10153
2437,Offshore Services,SE,HIGH,6099,2022-01-06,0.177581,0,Stockholm,316
2438,Real Estate,HK,HIGH,6512,2021-08-30,0.076921,0,Hong Kong,3232
2439,Automotive,CA,HIGH,5511,2024-06-04,0.058346,0,Vancouver,1976
2440,Gambling,FR,MEDIUM,7995,2024-09-25,0.015869,0,Marseille,11998
2441,Grocery,US,MEDIUM,5411,2017-12-01,0.014417,0,Chicago,16434
2442,Gambling,JP,HIGH,7995,2015-12-24,0.085673,0,Osaka,933
2443,Insurance,HK,LOW,6311,2020-10-05,0.007895,0,Hong Kong,30812
2444,Travel,IN,LOW,4722,2024-12-23,0.004966,0,,46771
2445,Insurance,FR,LOW,6311,2016-12-30,0.002413,0,Marseille,16042
2446,Offshore Services,AU,HIGH,6099,2024-09-06,0.055583,0,Sydney,2724
2447,Utilities,GB,LOW,4900,2024-12-30,0.001537,0,Manchester,16591
2448,Automotive,CA,LOW,5511,2022-12-01,0.006505,0,Toronto,19974
2449,Insurance,US,LOW,6311,2017-02-22,0.007583,0,Los Angeles,26107
2450,Real Estate,SE,LOW,6512,2020-06-15,0.008342,0,Stockholm,39067
2451,Restaurants,IT,MEDIUM,5812,2022-06-19,0.025603,0,Milan,14305
2452,Entertainment,IN,HIGH,7922,2023-08-10,0.12381,0,Mumbai,3771
2453,Electronics,DE,LOW,5732,2020-09-13,0.007477,0,Hamburg,40624
2454,Entertainment,GB,LOW,7922,2016-12-24,0.006384,0,London,14322
2455,Telecom,GB,LOW,4813,2022-04-14,0.008669,0,London,45508
2456,Real Estate,FR,LOW,6512,2015-08-18,0.00395,0,Lyon,42908
2457,Education,JP,LOW,8220,2016-03-14,0.001634,0,Tokyo,7726
2458,Entertainment,FR,LOW,7922,2018-09-18,0.007891,0,Paris,12829
2459,Restaurants,US,LOW,5812,2024-07-24,0.004798,0,New York,32323
2460,Fuel,US,MEDIUM,5541,2016-07-21,0.020642,0,Los Angeles,3585
2461,Digital Goods,GB,HIGH,5815,2017-03-08,0.086673,0,Birmingham,1580
